Data,T1,T2,T3,T4,F1,F2,Amostra
26/10/2022 17:25:52028200,36.770800000,23.155600000,25.522400000,22.618800000,49.643595000,498.000000000,acQ1000
26/10/2022 17:25:53027600,36.770800000,23.058000000,25.644400000,22.618800000,47.792155000,496.000000000,acQ1000
26/10/2022 17:25:54026000,36.722000000,23.058000000,25.620000000,22.618800000,48.717875000,495.000000000,acQ1000
26/10/2022 17:25:55040000,36.770800000,23.155600000,25.620000000,22.594400000,49.643595000,496.000000000,acQ1000
26/10/2022 17:25:56038400,36.795200000,23.082400000,25.790800000,22.643200000,49.643595000,494.000000000,acQ1000
26/10/2022 17:25:57036800,36.746400000,23.155600000,25.888400000,22.643200000,48.717875000,494.000000000,acQ1000
26/10/2022 17:25:58035200,36.746400000,23.180000000,25.839600000,22.618800000,48.717875000,493.000000000,acQ1000
26/10/2022 17:25:59033600,36.770800000,23.180000000,25.864000000,22.618800000,47.792155000,491.000000000,acQ1000
26/10/2022 17:26:00032000,36.770800000,23.277600000,25.912800000,22.618800000,46.866435000,495.000000000,acQ1000
26/10/2022 17:26:01030400,36.770800000,23.277600000,25.864000000,22.594400000,46.866435000,496.000000000,acQ1000
26/10/2022 17:26:02028800,36.722000000,23.277600000,25.961600000,22.594400000,46.866435000,498.000000000,acQ1000
26/10/2022 17:26:03042800,36.770800000,23.277600000,25.961600000,22.594400000,46.866435000,494.000000000,acQ1000
26/10/2022 17:26:04025600,36.746400000,23.302000000,26.132400000,22.618800000,47.792155000,494.000000000,acQ1000
26/10/2022 17:26:05039600,36.770800000,23.375200000,26.083600000,22.692000000,48.717875000,496.000000000,acQ1000
26/10/2022 17:26:06038000,36.770800000,23.326400000,26.156800000,22.618800000,48.717875000,500.000000000,acQ1000
26/10/2022 17:26:06989600,36.746400000,23.375200000,26.156800000,22.594400000,49.643595000,499.000000000,acQ1000
26/10/2022 17:26:08034800,36.770800000,23.448400000,26.156800000,22.496800000,46.866435000,498.000000000,acQ1000
26/10/2022 17:26:09033200,36.746400000,23.302000000,26.108000000,22.521200000,47.792155000,498.000000000,acQ1000
26/10/2022 17:26:10031600,36.770800000,23.497200000,26.156800000,22.521200000,46.866435000,498.000000000,acQ1000
26/10/2022 17:26:11030000,36.600000000,23.448400000,26.083600000,22.521200000,48.717875000,499.000000000,acQ1000
26/10/2022 17:26:12028400,36.551200000,23.448400000,26.132400000,22.521200000,49.643595000,499.000000000,acQ1000
26/10/2022 17:26:13042400,36.551200000,23.448400000,26.156800000,22.472400000,48.717875000,498.000000000,acQ1000
26/10/2022 17:26:14040800,36.770800000,23.448400000,26.205600000,22.521200000,47.792155000,498.000000000,acQ1000
26/10/2022 17:26:20015600,36.868400000,23.960800000,26.742400000,22.521200000,95.929595000,493.000000000,acQ1000
26/10/2022 17:26:21029600,36.868400000,23.985200000,27.035200000,22.521200000,100.558195000,493.000000000,acQ1000
26/10/2022 17:26:22028000,36.892800000,24.107200000,27.181600000,22.618800000,102.409635000,491.000000000,acQ1000
26/10/2022 17:26:23042000,36.892800000,24.497600000,27.376800000,22.594400000,100.558195000,496.000000000,acQ1000
26/10/2022 17:26:24040400,36.892800000,24.644000000,27.523200000,22.618800000,99.632475000,500.000000000,acQ1000
26/10/2022 17:26:25038800,36.990400000,24.839200000,27.767200000,22.594400000,99.632475000,498.000000000,acQ1000
26/10/2022 17:26:26037200,36.990400000,25.058800000,27.791600000,22.643200000,100.558195000,499.000000000,acQ1000
26/10/2022 17:26:27035600,37.063600000,25.327200000,28.035600000,22.618800000,98.706755000,498.000000000,acQ1000
26/10/2022 17:26:28049600,37.014800000,25.400400000,28.133200000,22.618800000,99.632475000,496.000000000,acQ1000
26/10/2022 17:26:29032400,37.112400000,25.473600000,28.377200000,22.521200000,99.632475000,496.000000000,acQ1000
26/10/2022 17:26:30030800,37.112400000,25.546800000,28.450400000,22.521200000,99.632475000,498.000000000,acQ1000
26/10/2022 17:26:31029200,37.112400000,25.790800000,28.474800000,22.521200000,99.632475000,501.000000000,acQ1000
26/10/2022 17:26:32043200,37.136800000,25.693200000,28.621200000,22.521200000,99.632475000,498.000000000,acQ1000
26/10/2022 17:26:33041600,37.136800000,25.790800000,28.645600000,22.594400000,99.632475000,499.000000000,acQ1000
26/10/2022 17:26:34024400,37.112400000,25.986000000,28.694400000,22.594400000,100.558195000,500.000000000,acQ1000
26/10/2022 17:26:35038400,37.210000000,26.303200000,28.840800000,22.618800000,100.558195000,496.000000000,acQ1000
26/10/2022 17:26:36036800,37.210000000,26.352000000,28.840800000,22.618800000,99.632475000,498.000000000,acQ1000
26/10/2022 17:26:37035200,37.234400000,26.474000000,28.840800000,22.496800000,100.558195000,495.000000000,acQ1000
26/10/2022 17:26:38033600,37.234400000,26.132400000,28.816400000,22.521200000,98.706755000,496.000000000,acQ1000
26/10/2022 17:26:39032000,37.258800000,25.912800000,28.962800000,22.594400000,100.558195000,498.000000000,acQ1000
26/10/2022 17:26:40030400,37.210000000,26.181200000,28.962800000,22.594400000,98.706755000,496.000000000,acQ1000
26/10/2022 17:26:41028800,37.234400000,26.156800000,29.036000000,22.570000000,99.632475000,499.000000000,acQ1000
26/10/2022 17:26:42027200,37.234400000,26.498400000,29.084800000,22.521200000,98.706755000,498.000000000,acQ1000
26/10/2022 17:26:43025600,37.210000000,26.522800000,29.109200000,22.496800000,99.632475000,496.000000000,acQ1000
26/10/2022 17:26:44024000,37.234400000,26.571600000,29.158000000,22.521200000,99.632475000,498.000000000,acQ1000
26/10/2022 17:26:45022400,37.258800000,26.400800000,29.182400000,22.521200000,98.706755000,498.000000000,acQ1000
26/10/2022 17:26:46036400,37.234400000,26.376400000,29.182400000,22.496800000,97.781035000,495.000000000,acQ1000
26/10/2022 17:26:47034800,37.234400000,26.254400000,29.206800000,22.570000000,98.706755000,493.000000000,acQ1000
26/10/2022 17:26:48033200,37.210000000,26.181200000,29.084800000,22.521200000,97.781035000,495.000000000,acQ1000
26/10/2022 17:26:49031600,37.258800000,26.254400000,29.304400000,22.521200000,98.706755000,495.000000000,acQ1000
26/10/2022 17:26:50030000,37.332000000,26.254400000,29.280000000,22.521200000,98.706755000,500.000000000,acQ1000
26/10/2022 17:26:51028400,37.234400000,26.400800000,29.280000000,22.521200000,99.632475000,501.000000000,acQ1000
26/10/2022 17:26:52042400,37.234400000,26.400800000,29.304400000,22.521200000,100.558195000,500.000000000,acQ1000
26/10/2022 17:26:53040800,37.234400000,26.522800000,29.304400000,22.521200000,99.632475000,498.000000000,acQ1000
26/10/2022 17:26:54039200,37.234400000,26.718000000,29.304400000,22.521200000,97.781035000,498.000000000,acQ1000
26/10/2022 17:26:55037600,37.258800000,26.571600000,29.328800000,22.570000000,99.632475000,495.000000000,acQ1000
26/10/2022 17:26:56036000,37.234400000,26.498400000,29.328800000,22.521200000,97.781035000,494.000000000,acQ1000
26/10/2022 17:26:57034400,37.258800000,26.400800000,29.280000000,22.618800000,97.781035000,493.000000000,acQ1000
26/10/2022 17:26:58032800,37.234400000,26.303200000,29.328800000,22.618800000,97.781035000,493.000000000,acQ1000
26/10/2022 17:26:59031200,37.234400000,26.376400000,29.426400000,22.594400000,98.706755000,491.000000000,acQ1000
26/10/2022 17:27:00029600,37.210000000,26.449600000,29.426400000,22.594400000,99.632475000,493.000000000,acQ1000
26/10/2022 17:27:01028000,37.234400000,26.571600000,29.304400000,22.521200000,99.632475000,495.000000000,acQ1000
26/10/2022 17:27:02026400,37.307600000,26.474000000,29.353200000,22.496800000,99.632475000,491.000000000,acQ1000
26/10/2022 17:27:03024800,37.307600000,26.571600000,29.328800000,22.521200000,99.632475000,493.000000000,acQ1000
26/10/2022 17:27:04023200,37.234400000,26.620400000,29.353200000,22.496800000,98.706755000,496.000000000,acQ1000
26/10/2022 17:27:32056400,37.380800000,29.670400000,31.085600000,22.472400000,145.918475000,495.000000000,acQ1000V2
26/10/2022 17:27:33039200,37.380800000,29.816800000,31.158800000,22.472400000,145.918475000,495.000000000,acQ1000V2
26/10/2022 17:27:34053200,37.502800000,29.841200000,31.110000000,22.472400000,144.992755000,495.000000000,acQ1000V2
26/10/2022 17:27:35036000,37.356400000,29.963200000,31.110000000,22.496800000,145.918475000,495.000000000,acQ1000V2
26/10/2022 17:27:36050000,37.454000000,30.036400000,31.085600000,22.472400000,144.067035000,494.000000000,acQ1000V2
26/10/2022 17:27:37048400,37.429600000,29.963200000,31.158800000,22.496800000,144.992755000,493.000000000,acQ1000V2
26/10/2022 17:27:38046800,37.454000000,29.914400000,31.085600000,22.448000000,145.918475000,496.000000000,acQ1000V2
26/10/2022 17:27:39045200,37.429600000,29.914400000,31.085600000,22.496800000,144.067035000,496.000000000,acQ1000V2
26/10/2022 17:27:40043600,37.429600000,29.890000000,31.158800000,22.399200000,144.992755000,494.000000000,acQ1000V2
26/10/2022 17:27:41042000,37.502800000,29.841200000,31.158800000,22.399200000,144.992755000,494.000000000,acQ1000V2
26/10/2022 17:27:42040400,37.454000000,29.841200000,31.158800000,22.472400000,144.992755000,493.000000000,acQ1000V2
26/10/2022 17:27:48186800,37.478400000,30.036400000,31.280800000,22.496800000,172.764355000,495.000000000,acQ1000V2
26/10/2022 17:27:49200800,37.551600000,29.963200000,31.305200000,22.472400000,173.690075000,496.000000000,acQ1000V2
26/10/2022 17:27:50199200,37.478400000,30.182800000,31.402800000,22.496800000,172.764355000,498.000000000,acQ1000V2
26/10/2022 17:27:51197600,37.478400000,30.451200000,31.476000000,22.472400000,171.838635000,494.000000000,acQ1000V2
26/10/2022 17:27:52196000,37.576000000,30.426800000,31.549200000,22.496800000,171.838635000,496.000000000,acQ1000V2
26/10/2022 17:27:53194400,37.454000000,30.378000000,31.524800000,22.472400000,173.690075000,496.000000000,acQ1000V2
26/10/2022 17:27:54192800,37.478400000,30.304800000,31.622400000,22.496800000,172.764355000,496.000000000,acQ1000V2
26/10/2022 17:27:55206800,37.576000000,30.402400000,31.573600000,22.496800000,173.690075000,496.000000000,acQ1000V2
26/10/2022 17:27:56205200,37.576000000,30.548800000,31.622400000,22.496800000,175.541515000,494.000000000,acQ1000V2
26/10/2022 17:27:57203600,37.551600000,30.548800000,31.768800000,22.496800000,173.690075000,494.000000000,acQ1000V2
26/10/2022 17:27:58202000,37.551600000,30.646400000,31.768800000,22.399200000,173.690075000,494.000000000,acQ1000V2
26/10/2022 17:27:59200400,37.551600000,30.670800000,31.793200000,22.472400000,172.764355000,493.000000000,acQ1000V2
26/10/2022 17:28:00198800,37.551600000,30.768400000,31.793200000,22.496800000,175.541515000,494.000000000,acQ1000V2
26/10/2022 17:28:01197200,37.551600000,30.500000000,31.793200000,22.472400000,173.690075000,495.000000000,acQ1000V2
26/10/2022 17:28:02211200,37.576000000,30.426800000,31.866400000,22.496800000,173.690075000,493.000000000,acQ1000V2
26/10/2022 17:28:03194000,37.502800000,30.426800000,31.866400000,22.472400000,171.838635000,491.000000000,acQ1000V2
26/10/2022 17:28:04208000,37.673600000,30.548800000,31.890800000,22.472400000,170.912915000,493.000000000,acQ1000V2
26/10/2022 17:28:05206400,37.576000000,30.548800000,31.915200000,22.448000000,172.764355000,495.000000000,acQ1000V2
26/10/2022 17:28:06204800,37.624800000,30.548800000,31.890800000,22.472400000,172.764355000,499.000000000,acQ1000V2
26/10/2022 17:28:07203200,37.673600000,30.646400000,31.890800000,22.448000000,172.764355000,499.000000000,acQ1000V2
26/10/2022 17:28:08201600,37.673600000,30.646400000,31.890800000,22.448000000,171.838635000,496.000000000,acQ1000V2
26/10/2022 17:28:09200000,37.551600000,30.548800000,31.890800000,22.448000000,172.764355000,495.000000000,acQ1000V2
26/10/2022 17:28:10198400,37.576000000,30.548800000,31.988400000,22.399200000,172.764355000,491.000000000,acQ1000V2
26/10/2022 17:28:11134400,37.576000000,30.548800000,31.988400000,22.374800000,173.690075000,491.000000000,acQ1000V2
26/10/2022 17:28:12210800,37.551600000,30.792800000,32.012800000,22.399200000,175.541515000,494.000000000,acQ1000V2
26/10/2022 17:28:13209200,37.673600000,30.890400000,32.012800000,22.448000000,171.838635000,494.000000000,acQ1000V2
26/10/2022 17:28:14207600,37.673600000,30.768400000,31.988400000,22.399200000,173.690075000,495.000000000,acQ1000V2
26/10/2022 17:28:15206000,37.600400000,30.646400000,31.988400000,22.374800000,172.764355000,495.000000000,acQ1000V2
26/10/2022 17:28:21321200,37.673600000,30.622000000,32.012800000,22.399200000,180.170115000,494.000000000,acQ1000V2
26/10/2022 17:28:22335200,37.624800000,30.792800000,32.037200000,22.399200000,184.798715000,496.000000000,acQ1000V2
26/10/2022 17:28:23333600,37.673600000,30.792800000,32.061600000,22.399200000,182.947275000,494.000000000,acQ1000V2
26/10/2022 17:28:24332000,37.673600000,30.744000000,32.061600000,22.399200000,185.724435000,491.000000000,acQ1000V2
26/10/2022 17:28:25330400,37.551600000,30.548800000,32.110400000,22.399200000,182.947275000,493.000000000,acQ1000V2
26/10/2022 17:28:26328800,37.502800000,30.768400000,32.110400000,22.448000000,184.798715000,494.000000000,acQ1000V2
26/10/2022 17:28:27342800,37.502800000,30.670800000,32.134800000,22.448000000,184.798715000,494.000000000,acQ1000V2
26/10/2022 17:28:28341200,37.576000000,30.670800000,32.134800000,22.448000000,182.947275000,493.000000000,acQ1000V2
26/10/2022 17:28:29339600,37.551600000,30.670800000,32.159200000,22.399200000,182.021555000,493.000000000,acQ1000V2
26/10/2022 17:28:30338000,37.551600000,30.670800000,32.183600000,22.448000000,182.947275000,491.000000000,acQ1000V2
26/10/2022 17:28:31336400,37.551600000,30.792800000,32.183600000,22.350400000,185.724435000,490.000000000,acQ1000V2
26/10/2022 17:28:32334800,37.624800000,30.988000000,32.183600000,22.448000000,182.021555000,494.000000000,acQ1000V2
26/10/2022 17:28:33333200,37.673600000,30.646400000,32.232400000,22.448000000,182.947275000,493.000000000,acQ1000V2
26/10/2022 17:28:34331600,37.600400000,30.573200000,32.232400000,22.448000000,182.947275000,491.000000000,acQ1000V2
26/10/2022 17:28:35345600,37.551600000,30.670800000,32.232400000,22.448000000,182.021555000,494.000000000,acQ1000V2
26/10/2022 17:28:36344000,37.576000000,30.768400000,32.183600000,22.399200000,182.021555000,496.000000000,acQ1000V2
26/10/2022 17:28:37342400,37.551600000,30.768400000,32.232400000,22.399200000,184.798715000,494.000000000,acQ1000V2
26/10/2022 17:28:38340800,37.551600000,30.500000000,32.134800000,22.448000000,182.021555000,491.000000000,acQ1000V2
26/10/2022 17:28:39323600,37.600400000,30.646400000,32.134800000,22.448000000,182.947275000,490.000000000,acQ1000V2
26/10/2022 17:28:40337600,37.673600000,30.548800000,32.183600000,22.472400000,182.947275000,493.000000000,acQ1000V2
26/10/2022 17:28:41336000,37.624800000,30.548800000,32.134800000,22.399200000,182.947275000,491.000000000,acQ1000V2
26/10/2022 17:28:47420000,37.698000000,30.548800000,32.330000000,22.448000000,195.907355000,498.000000000,acQ1000V2
26/10/2022 17:28:48434000,37.673600000,30.622000000,32.256800000,22.399200000,195.907355000,496.000000000,acQ1000V2
26/10/2022 17:28:49432400,37.698000000,30.841600000,32.281200000,22.472400000,196.833075000,498.000000000,acQ1000V2
26/10/2022 17:28:50430800,37.673600000,30.866000000,32.330000000,22.399200000,195.907355000,493.000000000,acQ1000V2
26/10/2022 17:28:51429200,37.673600000,30.792800000,32.330000000,22.448000000,195.907355000,493.000000000,acQ1000V2
26/10/2022 17:28:52427600,37.673600000,30.768400000,32.378800000,22.374800000,195.907355000,494.000000000,acQ1000V2
26/10/2022 17:28:53441600,37.673600000,30.548800000,32.378800000,22.472400000,198.684515000,494.000000000,acQ1000V2
26/10/2022 17:28:54440000,37.624800000,30.524400000,32.403200000,22.374800000,198.684515000,494.000000000,acQ1000V2
26/10/2022 17:28:55438400,37.624800000,30.451200000,32.378800000,22.350400000,198.684515000,496.000000000,acQ1000V2
26/10/2022 17:28:56436800,37.698000000,30.548800000,32.378800000,22.472400000,195.907355000,496.000000000,acQ1000V2
26/10/2022 17:28:57419600,37.551600000,30.451200000,32.403200000,22.399200000,195.907355000,495.000000000,acQ1000V2
26/10/2022 17:28:58433600,37.551600000,30.500000000,32.476400000,22.399200000,196.833075000,495.000000000,acQ1000V2
26/10/2022 17:29:04564400,37.698000000,30.670800000,32.500800000,22.399200000,207.941715000,496.000000000,acQ1000V2
26/10/2022 17:29:05578400,37.698000000,30.744000000,32.525200000,22.448000000,206.090275000,498.000000000,acQ1000V2
26/10/2022 17:29:06576800,37.698000000,30.792800000,32.525200000,22.374800000,206.090275000,499.000000000,acQ1000V2
26/10/2022 17:29:07575200,37.698000000,30.646400000,32.525200000,22.350400000,207.941715000,499.000000000,acQ1000V2
26/10/2022 17:29:08573600,37.673600000,30.866000000,32.598400000,22.399200000,208.867435000,496.000000000,acQ1000V2
26/10/2022 17:29:09572000,37.624800000,30.768400000,32.525200000,22.350400000,207.941715000,495.000000000,acQ1000V2
26/10/2022 17:29:10570400,37.502800000,30.548800000,32.598400000,22.399200000,207.941715000,495.000000000,acQ1000V2
26/10/2022 17:29:11584400,37.673600000,30.548800000,32.622800000,22.326000000,209.793155000,495.000000000,acQ1000V2
26/10/2022 17:29:12582800,37.698000000,30.548800000,32.720400000,22.350400000,208.867435000,494.000000000,acQ1000V2
26/10/2022 17:29:13565600,37.722400000,30.500000000,32.647200000,22.350400000,208.867435000,494.000000000,acQ1000V2
26/10/2022 17:29:14579600,37.698000000,30.792800000,32.622800000,22.399200000,208.867435000,498.000000000,acQ1000V2
26/10/2022 17:29:15578000,37.698000000,30.792800000,32.622800000,22.350400000,209.793155000,503.000000000,acQ1000V2
26/10/2022 17:29:16576400,37.722400000,30.866000000,32.622800000,22.350400000,209.793155000,500.000000000,acQ1000V2
26/10/2022 17:29:17574800,37.576000000,30.792800000,32.696000000,22.448000000,209.793155000,499.000000000,acQ1000V2
26/10/2022 17:29:18573200,37.698000000,30.792800000,32.696000000,22.399200000,208.867435000,494.000000000,acQ1000V2
26/10/2022 17:29:19571600,37.698000000,30.792800000,32.744800000,22.350400000,207.941715000,495.000000000,acQ1000V2
26/10/2022 17:29:25718000,37.722400000,30.548800000,32.769200000,22.448000000,218.124635000,489.000000000,acQ1000V2
26/10/2022 17:29:26732000,37.746800000,31.085600000,32.720400000,22.448000000,218.124635000,493.000000000,acQ1000V2
26/10/2022 17:29:27730400,37.722400000,31.085600000,32.720400000,22.448000000,219.050355000,495.000000000,acQ1000V2
26/10/2022 17:29:28728800,37.698000000,30.866000000,32.744800000,22.399200000,218.124635000,495.000000000,acQ1000V2
26/10/2022 17:29:29727200,37.624800000,30.646400000,32.744800000,22.448000000,219.050355000,495.000000000,acQ1000V2
26/10/2022 17:29:30741200,37.722400000,30.719600000,32.744800000,22.448000000,219.976075000,498.000000000,acQ1000V2
26/10/2022 17:29:31739600,37.722400000,30.670800000,32.842400000,22.448000000,218.124635000,496.000000000,acQ1000V2
26/10/2022 17:29:32738000,37.698000000,30.670800000,32.866800000,22.448000000,217.198915000,496.000000000,acQ1000V2
26/10/2022 17:29:33736400,37.624800000,30.524400000,32.744800000,22.399200000,215.347475000,496.000000000,acQ1000V2
26/10/2022 17:29:34734800,37.624800000,30.792800000,32.769200000,22.277200000,215.347475000,494.000000000,acQ1000V2
26/10/2022 17:29:35733200,37.673600000,30.792800000,32.744800000,22.350400000,213.496035000,495.000000000,acQ1000V2
26/10/2022 17:29:36731600,37.698000000,30.914800000,32.891200000,22.448000000,217.198915000,494.000000000,acQ1000V2
26/10/2022 17:29:42815600,37.698000000,30.500000000,32.866800000,22.448000000,227.381835000,493.000000000,acQ1000V2
26/10/2022 17:29:43829600,37.722400000,30.500000000,32.891200000,22.448000000,228.307555000,494.000000000,acQ1000V2
26/10/2022 17:29:44828000,37.722400000,30.500000000,32.891200000,22.472400000,226.456115000,498.000000000,acQ1000V2
26/10/2022 17:29:45826400,37.698000000,30.426800000,32.891200000,22.448000000,227.381835000,494.000000000,acQ1000V2
26/10/2022 17:29:46824800,37.698000000,30.304800000,32.940000000,22.350400000,226.456115000,495.000000000,acQ1000V2
26/10/2022 17:29:47823200,37.698000000,30.329200000,32.891200000,22.374800000,223.678955000,496.000000000,acQ1000V2
26/10/2022 17:29:48837200,37.698000000,30.500000000,32.891200000,22.326000000,227.381835000,496.000000000,acQ1000V2
26/10/2022 17:29:49820000,37.722400000,30.573200000,32.891200000,22.350400000,226.456115000,496.000000000,acQ1000V2
26/10/2022 17:29:50834000,37.722400000,30.670800000,32.940000000,22.326000000,221.827515000,494.000000000,acQ1000V2
26/10/2022 17:29:51832400,37.673600000,30.646400000,32.891200000,22.448000000,227.381835000,495.000000000,acQ1000V2
26/10/2022 17:29:52830800,37.722400000,30.548800000,32.940000000,22.399200000,222.753235000,495.000000000,acQ1000V2
26/10/2022 17:29:53829200,37.673600000,30.500000000,32.940000000,22.448000000,226.456115000,493.000000000,acQ1000V2
26/10/2022 17:29:54827600,37.673600000,30.500000000,32.891200000,22.374800000,227.381835000,491.000000000,acQ1000V2
26/10/2022 17:29:55826000,37.600400000,30.646400000,32.940000000,22.374800000,227.381835000,493.000000000,acQ1000V2
26/10/2022 17:29:56824400,37.722400000,30.524400000,33.037600000,22.350400000,227.381835000,493.000000000,acQ1000V2
26/10/2022 17:29:57822800,37.698000000,30.500000000,32.940000000,22.277200000,229.233275000,494.000000000,acQ1000V2
26/10/2022 17:29:58821200,37.698000000,30.329200000,32.940000000,22.326000000,226.456115000,494.000000000,acQ1000V2
26/10/2022 17:30:04905200,37.722400000,30.426800000,33.062000000,22.448000000,231.084715000,495.000000000,acQ1000V2
26/10/2022 17:30:05919200,37.698000000,30.548800000,33.037600000,22.448000000,229.233275000,498.000000000,acQ1000V2
26/10/2022 17:30:06917600,37.624800000,30.866000000,33.062000000,22.374800000,232.010435000,495.000000000,acQ1000V2
26/10/2022 17:30:07916000,37.698000000,30.622000000,32.988800000,22.326000000,235.713315000,495.000000000,acQ1000V2
26/10/2022 17:30:08914400,37.722400000,30.500000000,33.037600000,22.252800000,233.861875000,496.000000000,acQ1000V2
26/10/2022 17:30:09912800,37.722400000,30.426800000,33.037600000,22.277200000,232.936155000,496.000000000,acQ1000V2
26/10/2022 17:30:10926800,37.722400000,30.329200000,33.062000000,22.326000000,232.936155000,496.000000000,acQ1000V2
26/10/2022 17:30:11925200,37.795600000,30.329200000,33.062000000,22.277200000,235.713315000,494.000000000,acQ1000V2
26/10/2022 17:30:12923600,37.722400000,30.402400000,33.086400000,22.326000000,235.713315000,491.000000000,acQ1000V2
26/10/2022 17:30:13922000,37.746800000,30.719600000,33.184000000,22.277200000,235.713315000,491.000000000,acQ1000V2
26/10/2022 17:30:14920400,37.722400000,30.646400000,33.159600000,22.399200000,232.936155000,494.000000000,acQ1000V2
26/10/2022 17:30:15918800,37.673600000,30.426800000,33.184000000,22.277200000,232.010435000,495.000000000,acQ1000V2
26/10/2022 17:30:16917200,37.722400000,30.451200000,33.184000000,22.326000000,232.936155000,493.000000000,acQ1000V2
26/10/2022 17:30:17915600,37.722400000,30.451200000,33.086400000,22.326000000,233.861875000,495.000000000,acQ1000V2
26/10/2022 17:30:18914000,37.722400000,30.500000000,33.208400000,22.326000000,233.861875000,498.000000000,acQ1000V2
26/10/2022 17:30:19928000,37.722400000,30.548800000,33.184000000,22.252800000,233.861875000,498.000000000,acQ1000V2
26/10/2022 17:30:26027600,37.722400000,30.500000000,33.184000000,22.350400000,238.490475000,494.000000000,acQ1000V2
26/10/2022 17:30:27041600,37.746800000,30.451200000,33.159600000,22.326000000,238.490475000,490.000000000,acQ1000V2
26/10/2022 17:30:28024400,37.698000000,30.548800000,33.184000000,22.326000000,238.490475000,491.000000000,acQ1000V2
26/10/2022 17:30:29038400,37.722400000,30.524400000,33.184000000,22.326000000,236.639035000,490.000000000,acQ1000V2
26/10/2022 17:30:30036800,37.722400000,30.622000000,33.184000000,22.277200000,238.490475000,490.000000000,acQ1000V2
26/10/2022 17:30:31035200,37.746800000,30.744000000,33.208400000,22.326000000,240.341915000,491.000000000,acQ1000V2
26/10/2022 17:30:32033600,37.698000000,30.792800000,33.232800000,22.326000000,236.639035000,494.000000000,acQ1000V2
26/10/2022 17:30:33047600,37.722400000,30.768400000,33.159600000,22.277200000,237.564755000,493.000000000,acQ1000V2
26/10/2022 17:30:34046000,37.746800000,30.792800000,33.208400000,22.277200000,238.490475000,493.000000000,acQ1000V2
26/10/2022 17:30:35044400,37.722400000,30.792800000,33.232800000,22.326000000,237.564755000,491.000000000,acQ1000V2
26/10/2022 17:30:41190800,37.698000000,30.792800000,33.232800000,22.277200000,243.119075000,494.000000000,acQ1000V2
26/10/2022 17:30:42204800,37.722400000,31.012400000,33.232800000,22.326000000,243.119075000,495.000000000,acQ1000V2
26/10/2022 17:30:43203200,37.698000000,31.012400000,33.208400000,22.277200000,243.119075000,495.000000000,acQ1000V2
26/10/2022 17:30:44217200,37.698000000,30.792800000,33.232800000,22.252800000,243.119075000,498.000000000,acQ1000V2
26/10/2022 17:30:45215600,37.576000000,30.548800000,33.208400000,22.277200000,243.119075000,496.000000000,acQ1000V2
26/10/2022 17:30:46214000,37.698000000,30.622000000,33.232800000,22.326000000,242.193355000,494.000000000,acQ1000V2
26/10/2022 17:30:47212400,37.673600000,30.500000000,33.208400000,22.350400000,243.119075000,495.000000000,acQ1000V2
26/10/2022 17:30:48210800,37.698000000,30.768400000,33.281600000,22.350400000,243.119075000,496.000000000,acQ1000V2
26/10/2022 17:30:49209200,37.673600000,30.768400000,33.232800000,22.350400000,243.119075000,496.000000000,acQ1000V2
26/10/2022 17:30:55386800,37.673600000,30.744000000,33.208400000,22.350400000,244.970515000,493.000000000,acQ1000V2
26/10/2022 17:30:56400800,37.673600000,30.768400000,33.232800000,22.277200000,244.970515000,494.000000000,acQ1000V2
26/10/2022 17:30:57414800,37.624800000,30.500000000,33.208400000,22.350400000,245.896235000,495.000000000,acQ1000V2
26/10/2022 17:30:58413200,37.624800000,30.451200000,33.208400000,22.350400000,243.119075000,493.000000000,acQ1000V2
26/10/2022 17:31:04388000,37.624800000,30.622000000,33.208400000,22.374800000,246.821955000,493.000000000,acQ1000V2
26/10/2022 17:31:05417600,37.624800000,30.792800000,33.232800000,22.350400000,246.821955000,494.000000000,acQ1000V2
26/10/2022 17:31:06416000,37.673600000,30.792800000,33.208400000,22.350400000,249.599115000,491.000000000,acQ1000V2
26/10/2022 17:31:07414400,37.624800000,30.841600000,33.208400000,22.350400000,245.896235000,491.000000000,acQ1000V2
26/10/2022 17:31:08412800,37.624800000,30.768400000,33.281600000,22.326000000,245.896235000,493.000000000,acQ1000V2
26/10/2022 17:31:09411200,37.673600000,30.768400000,33.281600000,22.350400000,245.896235000,496.000000000,acQ1000V2
26/10/2022 17:31:10409600,37.673600000,30.768400000,33.281600000,22.350400000,246.821955000,496.000000000,acQ1000V2
26/10/2022 17:31:11408000,37.673600000,30.792800000,33.281600000,22.326000000,247.747675000,499.000000000,acQ1000V2
26/10/2022 17:31:12406400,37.698000000,30.792800000,33.232800000,22.350400000,249.599115000,500.000000000,acQ1000V2
26/10/2022 17:31:13404800,37.673600000,30.792800000,33.281600000,22.326000000,249.599115000,499.000000000,acQ1000V2
26/10/2022 17:31:19566800,37.673600000,30.841600000,33.306000000,22.326000000,246.821955000,494.000000000,acQ1000V2
26/10/2022 17:31:20580800,37.673600000,30.792800000,33.354800000,22.277200000,247.747675000,494.000000000,acQ1000V2
26/10/2022 17:31:21579200,37.673600000,30.866000000,33.403600000,22.350400000,247.747675000,498.000000000,acQ1000V2
26/10/2022 17:31:22577600,37.698000000,30.914800000,33.403600000,22.326000000,246.821955000,496.000000000,acQ1000V2
26/10/2022 17:31:23591600,37.698000000,31.012400000,33.354800000,22.277200000,247.747675000,495.000000000,acQ1000V2
